submission_date,state,case_number,death_number,new_death
2021-03-11,KS,0.00,0.00,0
2021-09-08,KS,38.71,0.51,15
2022-02-06,KS,0.00,0.00,0
2022-05-24,KS,0.00,0.00,0
2022-09-05,KS,0.00,0.00,0
2021-05-18,KS,8.74,0.00,0
2022-01-06,KS,0.00,0.00,0
2020-11-05,KS,0.00,0.00,0
2020-03-13,KS,0.07,0.00,0
2021-08-20,KS,45.15,1.28,38
2022-02-28,KS,16.16,0.30,9
2020-06-09,KS,0.00,0.00,0
2020-11-11,KS,191.41,1.15,34
2021-04-25,KS,5.53,0.00,0
2021-04-19,KS,14.48,0.07,2
2022-09-07,KS,153.54,0.27,8
2021-05-05,KS,7.93,0.47,14
2020-04-29,KS,8.34,0.03,1
2021-11-18,KS,0.00,0.00,0
2020-09-19,KS,0.00,0.00,0
2022-03-10,KS,0.00,0.00,0
2022-07-08,KS,0.00,0.00,0
2021-09-17,KS,54.20,2.16,64
2022-05-06,KS,75.32,1.89,56
2021-05-13,KS,6.18,0.00,0
2020-10-05,KS,53.89,0.27,8
2021-05-30,KS,3.54,0.00,0
2022-10-17,KS,0.00,0.00,0
2022-09-04,KS,0.00,0.00,0
2020-04-07,KS,1.86,0.07,2
2020-03-19,KS,0.47,0.00,0
2021-12-17,KS,145.01,0.47,14
2020-06-25,KS,0.00,0.00,0
2021-08-26,KS,58.25,0.00,0
2021-01-28,KS,0.00,0.00,0
2022-06-04,KS,0.00,0.00,0
2021-01-19,KS,0.00,0.00,0
2022-10-16,KS,0.00,0.00,0
2020-05-04,KS,7.26,0.07,2
2022-09-09,KS,0.00,0.00,0
2020-09-02,KS,44.81,0.40,12
2022-08-19,KS,0.00,0.00,0
2022-07-11,KS,0.00,0.00,0
2021-10-12,KS,35.77,0.00,0
2022-09-22,KS,0.00,0.00,0
2021-09-23,KS,42.62,0.00,0
2022-09-24,KS,0.00,0.00,0
2022-06-09,KS,0.00,0.00,0
2021-05-07,KS,7.90,0.57,17
2020-12-08,KS,0.00,0.00,0
2022-04-15,KS,42.01,0.78,23
2022-03-04,KS,17.31,0.27,8
2021-04-04,KS,0.00,0.00,0
2021-05-20,KS,6.82,0.00,0
2022-03-16,KS,7.63,2.02,60
2020-11-19,KS,0.00,0.00,0
2020-07-25,KS,0.00,0.00,0
2021-04-09,KS,15.83,0.20,6
2021-10-02,KS,20.42,0.03,1
2020-04-25,KS,9.42,0.20,6
2021-06-13,KS,2.73,0.00,0
2022-09-28,KS,89.26,0.24,7
2020-04-05,KS,3.88,0.07,2
2021-02-17,KS,42.76,3.88,115
2020-07-27,KS,35.87,0.30,9
2022-01-09,KS,0.00,0.00,0
2022-03-28,KS,5.06,0.03,1
2020-08-31,KS,52.78,0.10,3
2022-02-07,KS,135.90,0.30,9
2022-06-17,KS,0.00,0.00,0
2021-06-03,KS,5.60,0.00,0
2020-05-06,KS,9.31,0.24,7
2021-12-07,KS,0.00,0.00,0
2021-12-13,KS,109.51,1.52,45
2021-06-25,KS,4.86,0.27,8
2021-02-24,KS,37.86,2.73,81
2021-07-04,KS,7.19,0.03,1
2022-08-15,KS,0.00,0.00,0
2022-03-14,KS,3.21,0.74,22
2022-04-13,KS,0.00,0.00,0
2020-07-28,KS,0.00,0.00,0
2020-07-12,KS,0.00,0.00,0
2022-09-11,KS,0.00,0.00,0
2020-03-09,KS,0.00,0.00,0
2020-03-11,KS,0.00,0.00,0
2022-05-01,KS,0.00,0.00,0
2022-02-24,KS,0.00,0.00,0
2020-03-17,KS,0.17,0.00,0
2020-10-12,KS,69.35,0.27,8
2021-10-10,KS,19.10,0.13,4
2020-09-27,KS,0.00,0.00,0
2020-12-03,KS,0.00,0.00,0
2021-01-04,KS,120.54,0.61,18
2020-06-13,KS,0.00,0.00,0
2022-06-06,KS,0.00,0.00,0
2021-07-24,KS,16.70,0.03,1
2021-06-05,KS,3.44,0.00,0
2021-06-08,KS,6.75,0.00,0
2022-07-22,KS,0.00,0.00,0
2021-08-02,KS,19.20,0.17,5
2022-04-24,KS,0.00,0.00,0
2022-07-13,KS,247.90,-0.13,-4
2020-03-16,KS,0.10,0.00,0
2021-08-07,KS,30.00,0.24,7
2020-04-18,KS,1.72,0.00,0
2020-04-27,KS,5.20,0.07,2
2021-06-17,KS,3.31,0.00,0
2022-07-16,KS,0.00,0.00,0
2020-04-16,KS,3.17,0.13,4
2022-01-31,KS,264.77,0.47,14
2021-03-14,KS,0.00,0.00,0
2022-05-08,KS,0.00,0.00,0
2021-06-06,KS,3.44,0.00,0
2020-08-08,KS,0.00,0.00,0
2022-04-23,KS,0.00,0.00,0
2022-02-05,KS,0.00,0.00,0
2021-05-02,KS,5.77,0.00,0
2022-06-16,KS,0.00,0.00,0
2021-12-12,KS,0.00,0.00,0
2021-12-08,KS,149.93,0.84,25
2020-11-23,KS,253.97,1.55,46
2020-12-15,KS,0.00,0.00,0
2020-12-09,KS,194.98,2.87,85
2022-01-19,KS,1327.10,4.32,128
2020-12-19,KS,0.00,0.00,0
2021-08-16,KS,27.67,0.10,3
2021-03-31,KS,17.21,0.37,11
2020-08-21,KS,32.60,0.27,8
2021-05-21,KS,6.88,0.13,4
2022-10-08,KS,0.00,0.00,0
2022-02-09,KS,150.30,3.21,95
2021-04-22,KS,8.23,0.00,0
2022-07-07,KS,0.00,0.00,0
2021-03-22,KS,20.75,0.27,8
2021-03-21,KS,0.00,0.00,0
2020-08-15,KS,0.00,0.00,0
2021-03-24,KS,27.06,1.05,31
2021-02-01,KS,66.92,1.01,30
2020-04-20,KS,4.62,0.27,8
2021-12-18,KS,0.00,0.00,0
2022-04-10,KS,0.00,0.00,0
2022-03-22,KS,0.00,0.00,0
2022-04-19,KS,0.00,0.00,0
2020-08-29,KS,0.00,0.00,0
2020-07-10,KS,33.51,0.07,2
2021-09-09,KS,72.59,0.00,0
2020-08-22,KS,0.00,0.00,0
2022-06-11,KS,0.00,0.00,0
2021-05-26,KS,7.56,0.30,9
2022-02-02,KS,302.09,1.38,41
2020-10-21,KS,50.21,2.70,80
2020-04-12,KS,3.31,0.03,1
2020-05-21,KS,0.00,0.00,0
2020-12-21,KS,140.86,3.61,107
2020-03-18,KS,0.17,0.00,0
2022-08-26,KS,0.00,0.00,0
2020-09-30,KS,37.80,1.38,41
2022-09-27,KS,0.00,0.00,0
2020-07-24,KS,33.91,0.61,18
2021-12-19,KS,0.00,0.00,0
2020-05-01,KS,7.12,0.03,1
2021-12-06,KS,111.70,0.44,13
2021-12-28,KS,0.00,0.00,0
2021-06-19,KS,1.72,0.00,0
2020-09-14,KS,51.06,0.78,23
2021-08-29,KS,36.01,0.10,3
2021-08-30,KS,36.07,0.13,4
2022-04-17,KS,0.00,0.00,0
2020-09-03,KS,0.00,0.00,0
2020-06-21,KS,0.00,0.00,0
2022-06-01,KS,108.36,0.13,4
2020-11-07,KS,0.00,0.00,0
2021-04-14,KS,20.28,0.47,14
2020-05-30,KS,0.00,0.00,0
2020-12-29,KS,0.00,0.00,0
2022-03-18,KS,5.80,1.96,58
2021-09-04,KS,38.64,0.40,12
2021-09-13,KS,32.43,0.10,3
2020-05-12,KS,0.00,0.00,0
2020-07-31,KS,31.79,0.30,9
2020-06-12,KS,7.93,0.10,3
2020-10-31,KS,0.00,0.00,0
2020-03-15,KS,0.03,0.00,0
2022-01-12,KS,750.51,0.91,27
2022-07-23,KS,0.00,0.00,0
2022-08-30,KS,0.00,0.00,0
2022-08-18,KS,0.00,0.00,0
2020-11-28,KS,0.00,0.00,0
2020-03-24,KS,0.54,0.00,0
2022-04-05,KS,0.00,0.00,0
2022-01-27,KS,0.00,0.00,0
2021-12-03,KS,159.01,0.84,25
2020-09-06,KS,0.00,0.00,0
2020-04-19,KS,1.28,0.13,4
2020-12-28,KS,215.06,1.38,41
2022-01-15,KS,0.00,0.00,0
2020-08-13,KS,0.00,0.00,0
2021-08-10,KS,46.23,0.00,0
2021-11-13,KS,0.00,0.00,0
2021-12-05,KS,0.00,0.00,0
2020-05-26,KS,0.00,0.00,0
2021-12-30,KS,0.00,0.00,0
2022-01-21,KS,702.12,0.98,29
2020-10-18,KS,0.00,0.00,0
2020-06-06,KS,0.00,0.00,0
2022-01-05,KS,517.06,0.51,15
2022-02-12,KS,0.00,0.00,0
2021-06-14,KS,2.80,0.64,19
2020-11-10,KS,0.00,0.00,0
2021-09-28,KS,41.85,0.00,0
2020-08-10,KS,36.85,0.24,7
2021-02-26,KS,27.87,0.37,11
2021-07-27,KS,36.72,0.00,0
2022-01-07,KS,551.44,1.25,37
2022-08-12,KS,0.00,0.00,0
2022-09-10,KS,0.00,0.00,0
2022-01-18,KS,0.00,0.00,0
2022-07-17,KS,0.00,0.00,0
2021-11-26,KS,27.84,0.00,0
2021-10-29,KS,64.66,2.36,70
2021-10-07,KS,37.29,0.00,0
2021-10-17,KS,17.08,0.03,1
2020-06-30,KS,0.00,0.00,0
2020-07-04,KS,0.00,0.00,0
2021-01-12,KS,0.00,0.00,0
2022-04-03,KS,0.00,0.00,0
2020-06-02,KS,0.00,0.00,0
2020-03-14,KS,0.03,0.00,0
2021-01-06,KS,185.64,4.39,130
2020-05-22,KS,14.14,0.24,7
2022-03-23,KS,8.94,1.62,48
2021-10-08,KS,37.32,0.71,21
2020-09-25,KS,46.10,0.37,11
2020-06-14,KS,0.00,0.00,0
2021-10-24,KS,0.00,0.00,0
2022-01-30,KS,0.00,0.00,0
2022-03-30,KS,7.83,2.43,72
2021-08-18,KS,50.75,2.09,62
2020-07-13,KS,48.83,0.13,4
2020-12-10,KS,0.00,0.00,0
2020-03-30,KS,1.65,0.07,2
2021-06-10,KS,4.52,0.00,0
2022-03-03,KS,0.00,0.00,0
2020-08-20,KS,0.00,0.00,0
2020-05-15,KS,14.11,0.27,8
2022-09-08,KS,0.00,0.00,0
2021-05-28,KS,9.35,0.30,9
2020-10-25,KS,0.00,0.00,0
2021-04-15,KS,0.00,0.00,0
2021-11-01,KS,43.43,0.24,7
2021-07-03,KS,7.19,0.03,1
2020-05-31,KS,0.00,0.00,0
2020-03-27,KS,1.15,0.03,1
2022-03-06,KS,0.00,0.00,0
2021-11-22,KS,82.04,0.30,9
2021-10-16,KS,17.08,0.03,1
2020-11-04,KS,99.15,1.38,41
2022-08-07,KS,0.00,0.00,0
2021-03-08,KS,19.91,0.13,4
2021-10-01,KS,39.96,0.57,17
2021-04-06,KS,0.00,0.00,0
2021-09-25,KS,22.41,0.47,14
2021-08-03,KS,45.79,0.00,0
2022-05-15,KS,0.00,0.00,0
2021-03-29,KS,14.48,0.37,11
2020-05-09,KS,8.44,0.17,5
2020-08-25,KS,0.00,0.00,0
2022-08-09,KS,0.00,0.00,0
2021-04-10,KS,0.00,0.00,0
2020-08-28,KS,37.49,0.20,6
2021-04-08,KS,0.00,0.00,0
2020-06-19,KS,12.76,0.24,7
2022-07-24,KS,0.00,0.00,0
2021-03-17,KS,23.15,0.07,2
2021-05-06,KS,7.86,0.00,0
2022-02-23,KS,39.18,0.44,13
2021-12-26,KS,0.00,0.00,0
2021-03-19,KS,20.45,0.17,5
2022-01-11,KS,0.00,0.00,0
2021-01-15,KS,138.12,4.96,147
2021-04-17,KS,0.00,0.00,0
2020-04-04,KS,2.63,0.13,4
2022-09-01,KS,0.00,0.00,0
2021-01-31,KS,0.00,0.00,0
2021-01-03,KS,0.00,0.00,0
2021-08-12,KS,50.45,0.00,0
2021-10-27,KS,82.24,3.48,103
2021-03-06,KS,0.00,0.00,0
2020-07-14,KS,0.00,0.00,0
2022-02-17,KS,0.00,0.00,0
2020-04-03,KS,2.29,0.13,4
2022-02-26,KS,0.00,0.00,0
2021-10-30,KS,0.00,0.00,0
2021-04-20,KS,10.02,0.00,0
2021-06-02,KS,3.58,0.13,4
2021-02-22,KS,29.80,0.98,29
2021-05-24,KS,3.14,0.03,1
2021-10-20,KS,35.80,0.51,15
2022-09-03,KS,0.00,0.00,0
2021-03-25,KS,0.00,0.00,0
2021-05-15,KS,4.12,0.00,0
2021-07-13,KS,19.47,0.00,0
2022-07-10,KS,0.00,0.00,0
2020-06-29,KS,30.54,0.20,6
2020-07-21,KS,0.00,0.00,0
2021-12-20,KS,89.73,0.24,7
2020-07-19,KS,0.00,0.00,0
2021-07-21,KS,26.02,0.67,20
2021-02-10,KS,65.26,3.58,106
2021-01-27,KS,110.08,3.24,96
2021-11-25,KS,27.84,0.00,0
2021-07-09,KS,14.38,0.17,5
2022-01-20,KS,0.00,0.00,0
2021-10-09,KS,19.10,0.13,4
2022-02-20,KS,0.00,0.00,0
2022-05-11,KS,0.00,0.00,0
2021-09-02,KS,66.65,0.00,0
2020-11-06,KS,182.84,2.67,79
2020-10-11,KS,0.00,0.00,0
2020-08-14,KS,45.15,0.24,7
2022-10-06,KS,0.00,0.00,0
2021-01-09,KS,0.00,0.00,0
2020-08-06,KS,0.00,0.00,0
2021-08-05,KS,36.72,0.00,0
2020-04-02,KS,2.36,0.10,3
2020-10-15,KS,0.00,0.00,0
2021-05-08,KS,3.85,0.00,0
2021-12-25,KS,0.00,0.00,0
2020-12-16,KS,153.58,4.86,144
2021-06-01,KS,3.54,0.00,0
2021-09-22,KS,43.23,0.10,3
2020-11-22,KS,0.00,0.00,0
2021-06-15,KS,5.53,0.00,0
2020-06-28,KS,0.00,0.00,0
2020-07-22,KS,25.98,0.03,1
2020-04-15,KS,0.57,0.17,5
2021-06-27,KS,3.88,0.00,0
2021-11-12,KS,91.28,0.17,5
2022-05-03,KS,0.00,0.00,0
2021-11-17,KS,104.48,0.67,20
2020-10-13,KS,0.00,0.00,0
2022-07-19,KS,0.00,0.00,0
2022-05-10,KS,0.00,0.00,0
2021-11-07,KS,0.00,0.00,0
2021-04-03,KS,0.00,0.00,0
2021-02-12,KS,40.77,2.06,61
2022-07-21,KS,0.00,0.00,0
2020-11-12,KS,0.00,0.00,0
2022-06-15,KS,133.26,-0.10,-3
2021-02-20,KS,0.00,0.00,0
2020-08-11,KS,0.00,0.00,0
2020-11-14,KS,0.00,0.00,0
2020-09-23,KS,42.76,0.71,21
2020-06-22,KS,13.70,0.17,5
2020-04-17,KS,5.80,0.27,8
2021-03-07,KS,0.00,0.00,0
2022-08-22,KS,0.00,0.00,0
2022-04-30,KS,0.00,0.00,0
2021-06-18,KS,3.31,0.03,1
2020-08-04,KS,0.00,0.00,0
2020-08-27,KS,0.00,0.37,11
2021-06-29,KS,7.66,0.00,0
2022-03-29,KS,0.00,0.00,0
2020-09-13,KS,0.00,0.00,0
2021-12-02,KS,0.00,0.00,0
2022-10-13,KS,0.00,0.00,0
2021-10-31,KS,0.00,0.00,0
2022-06-05,KS,0.00,0.00,0
2020-04-28,KS,5.50,0.13,4
2021-08-08,KS,30.00,0.24,7
2022-03-08,KS,0.00,0.00,0
2021-05-23,KS,3.10,0.00,0
2021-02-06,KS,0.00,0.00,0
2020-09-20,KS,0.00,0.00,0
2021-01-22,KS,109.37,0.78,23
2020-10-10,KS,0.00,0.00,0
2020-07-01,KS,18.46,0.07,2
2022-07-20,KS,257.35,0.30,9
2021-03-23,KS,0.00,0.00,0
2022-02-04,KS,164.38,4.69,139
2020-12-25,KS,0.00,0.00,0
2021-01-01,KS,179.26,4.66,138
2021-03-13,KS,0.00,0.00,0
2022-03-27,KS,0.00,0.00,0
2022-04-28,KS,0.00,0.00,0
2020-11-30,KS,149.33,1.05,31
2020-05-03,KS,9.58,0.10,3
2021-12-09,KS,0.00,0.00,0
2022-10-14,KS,0.00,0.00,0
2021-07-30,KS,33.78,0.27,8
2020-04-11,KS,1.28,0.13,4
2021-08-31,KS,70.77,0.00,0
2022-09-02,KS,0.00,0.00,0
2021-03-02,KS,0.00,0.00,0
2020-04-13,KS,-0.03,0.17,5
2021-04-30,KS,10.46,0.13,4
2020-09-18,KS,47.75,0.34,10
2022-08-25,KS,0.00,0.00,0
2020-06-26,KS,19.17,0.10,3
2021-06-09,KS,6.78,0.10,3
2020-03-25,KS,0.00,0.00,0
2022-06-22,KS,140.52,0.07,2
2022-04-27,KS,0.00,0.00,0
2021-09-26,KS,22.41,0.47,14
2020-09-11,KS,32.94,0.54,16
2022-01-28,KS,438.23,4.52,134
2022-05-18,KS,64.45,2.77,82
2022-02-16,KS,79.67,1.01,30
2020-08-05,KS,28.38,0.10,3
2022-01-16,KS,0.00,0.00,0
2022-02-03,KS,0.00,0.00,0
2020-04-10,KS,4.56,0.27,8
2022-01-08,KS,0.00,0.00,0
2020-05-16,KS,0.00,0.00,0
2022-02-08,KS,0.00,0.00,0
2021-09-19,KS,27.67,0.54,16
2021-04-27,KS,10.87,0.00,0
2021-07-12,KS,7.56,0.20,6
2022-08-14,KS,0.00,0.00,0
2022-01-13,KS,0.00,0.00,0
2021-11-05,KS,71.10,1.59,47
2020-09-05,KS,0.00,0.00,0
2021-09-24,KS,42.69,2.09,62
2021-07-22,KS,25.95,0.00,0
2022-08-21,KS,0.00,0.00,0
2020-03-03,KS,0.00,0.00,0
2020-05-10,KS,7.86,0.00,0
2020-11-16,KS,244.12,0.24,7
2021-08-14,KS,27.60,0.10,3
2020-11-26,KS,0.00,0.00,0
2022-01-26,KS,477.95,1.75,52
2022-08-20,KS,0.00,0.00,0
2022-05-20,KS,0.00,0.00,0
2020-06-05,KS,7.53,0.34,10
2022-08-01,KS,0.00,0.00,0
2022-10-04,KS,0.00,0.00,0
2021-07-25,KS,16.70,0.03,1
2022-06-25,KS,0.00,0.00,0
2021-01-16,KS,0.00,0.00,0
2021-03-05,KS,25.38,-0.13,-4
2021-11-19,KS,97.19,0.00,0
2020-12-11,KS,185.30,4.42,131
2022-08-24,KS,171.26,0.37,11
2020-11-21,KS,0.00,0.00,0
2020-06-01,KS,9.85,0.30,9
2021-07-17,KS,8.98,0.00,0
2021-05-03,KS,5.84,0.10,3
2020-09-12,KS,0.00,0.00,0
2022-06-14,KS,0.00,0.00,0
2020-12-01,KS,0.00,0.00,0
2021-05-10,KS,3.95,0.00,0
2022-09-14,KS,140.52,0.13,4
2020-06-07,KS,0.00,0.00,0
2022-10-09,KS,0.00,0.00,0
2022-07-05,KS,0.00,0.00,0
2020-09-07,KS,57.17,0.13,4
2022-10-07,KS,0.00,0.00,0
2021-08-01,KS,19.13,0.10,3
2022-09-19,KS,0.00,0.00,0
2020-03-28,KS,1.99,0.03,1
2022-09-21,KS,93.78,0.24,7
2021-09-27,KS,22.47,0.51,15
2021-02-18,KS,0.00,0.00,0
2022-06-23,KS,0.00,0.00,0
2020-05-07,KS,13.84,0.10,3
2020-05-11,KS,4.45,0.03,1
2020-10-01,KS,0.00,0.00,0
2020-08-23,KS,0.00,0.00,0
2022-02-14,KS,67.39,0.47,14
2021-07-19,KS,9.11,0.03,1
2021-12-23,KS,0.00,0.00,0
2020-09-17,KS,0.00,0.00,0
2020-04-30,KS,16.87,0.13,4
2021-11-24,KS,99.28,1.01,30
2020-06-15,KS,12.55,0.07,2
2022-05-29,KS,0.00,0.00,0
2020-10-20,KS,0.00,0.00,0
2020-03-26,KS,2.36,0.03,1
2020-03-29,KS,1.96,0.03,1
2022-06-26,KS,0.00,0.00,0
2020-06-03,KS,5.37,0.17,5
2021-09-05,KS,38.64,0.40,12
2021-09-14,KS,61.82,0.00,0
2022-07-31,KS,0.00,0.00,0
2022-04-04,KS,0.00,0.00,0
2021-01-26,KS,0.00,0.00,0
2022-07-15,KS,0.00,0.00,0
2022-08-05,KS,0.00,0.00,0
2021-01-08,KS,185.74,4.08,121
2020-10-19,KS,71.31,0.44,13
2021-03-04,KS,0.00,0.00,0
2020-08-16,KS,0.00,0.00,0
2021-05-04,KS,7.93,0.00,0
2021-08-28,KS,36.01,0.10,3
2022-07-01,KS,0.00,0.00,0
2022-06-18,KS,0.00,0.00,0
2022-04-25,KS,0.00,0.00,0
2020-08-07,KS,31.08,0.40,12
2021-11-10,KS,96.41,2.67,79
2020-07-03,KS,31.35,0.17,5
2022-05-30,KS,0.00,0.00,0
2022-03-02,KS,31.18,0.98,29
2020-04-09,KS,1.01,0.17,5
2021-08-22,KS,31.22,0.00,0
2020-06-18,KS,0.00,0.00,0
2021-02-05,KS,89.33,6.95,206
2021-01-17,KS,0.00,0.00,0
2020-07-26,KS,0.00,0.00,0
2021-07-14,KS,19.51,0.27,8
2022-01-14,KS,655.15,0.71,21
2022-03-26,KS,0.00,0.00,0
2022-05-13,KS,96.08,0.98,29
2021-04-01,KS,0.00,0.00,0
2022-01-23,KS,0.00,0.00,0
2022-02-25,KS,44.78,0.24,7
2022-10-10,KS,0.00,0.00,0
2021-10-23,KS,0.00,0.00,0
2021-04-02,KS,16.91,0.64,19
2022-03-19,KS,0.00,0.00,0
2021-09-15,KS,61.86,0.94,28
2021-01-18,KS,124.46,0.78,23
2021-04-21,KS,9.99,0.20,6
2021-03-01,KS,21.56,0.30,9
2021-10-22,KS,31.96,0.88,26
2021-10-13,KS,35.80,0.30,9
2022-03-31,KS,0.00,0.00,0
2022-06-08,KS,158.81,0.10,3
2022-06-07,KS,0.00,0.00,0
2021-04-07,KS,18.22,0.17,5
2021-10-05,KS,39.01,0.00,0
2022-08-08,KS,0.00,0.00,0
2021-05-11,KS,6.92,0.00,0
2021-08-17,KS,50.69,0.00,0
2020-04-23,KS,9.15,0.07,2
2020-06-11,KS,0.00,0.00,0
2022-01-17,KS,0.00,0.00,0
2022-07-27,KS,253.74,0.17,5
2021-05-27,KS,0.00,0.00,0
2020-06-08,KS,8.67,0.13,4
2022-01-22,KS,0.00,0.00,0
2020-12-27,KS,0.00,0.00,0
2020-05-17,KS,0.00,0.00,0
2020-04-21,KS,1.32,0.24,7
2020-08-02,KS,0.00,0.00,0
2021-07-06,KS,7.19,0.03,1
2022-03-17,KS,0.00,0.00,0
2021-11-27,KS,27.84,0.00,0
2021-11-28,KS,27.84,0.00,0
2020-11-20,KS,200.42,2.83,84
2021-11-03,KS,76.37,0.88,26
2022-02-18,KS,50.05,0.57,17
2020-11-18,KS,197.52,2.02,60
2021-05-17,KS,4.18,0.07,2
2020-11-09,KS,199.78,0.51,15
2020-09-04,KS,43.19,0.78,23
2022-04-09,KS,0.00,0.00,0
2022-04-22,KS,53.12,2.46,73
2022-02-15,KS,0.00,0.00,0
2021-10-14,KS,30.71,0.00,0
2020-06-23,KS,0.00,0.00,0
2022-08-17,KS,182.20,0.40,12
2021-10-18,KS,17.14,0.10,3
2021-03-30,KS,0.00,0.00,0
2022-01-03,KS,501.30,1.45,43
2022-05-27,KS,0.00,0.00,0
2021-09-03,KS,66.72,1.65,49
2021-07-26,KS,16.81,0.07,2
2021-10-03,KS,20.42,0.03,1
2022-06-27,KS,0.00,0.00,0
2021-10-04,KS,20.48,0.03,1
2020-11-08,KS,0.00,0.00,0
2021-12-01,KS,151.08,0.64,19
2020-07-07,KS,0.00,0.00,0
2021-12-04,KS,0.00,0.00,0
2021-09-10,KS,72.59,2.46,73
2021-07-20,KS,25.98,0.00,0
2022-01-01,KS,0.00,0.00,0
2020-12-30,KS,215.00,6.51,193
2021-03-10,KS,26.25,1.18,35
2021-05-09,KS,3.85,0.00,0
2022-03-09,KS,18.63,0.51,15
2020-08-12,KS,27.57,0.27,8
2020-07-09,KS,0.00,0.00,0
2022-05-28,KS,0.00,0.00,0
2021-07-10,KS,7.56,0.10,3
2021-08-06,KS,36.75,0.44,13
2021-01-13,KS,153.17,3.37,100
2020-03-21,KS,0.37,0.03,1
2020-09-21,KS,56.49,0.13,4
2022-03-15,KS,0.00,0.00,0
2022-07-29,KS,0.00,0.00,0
2021-01-05,KS,0.00,0.00,0
2022-09-15,KS,0.00,0.00,0
2020-12-13,KS,0.00,0.00,0
2021-05-19,KS,8.74,0.44,13
2021-06-11,KS,4.56,0.10,3
2021-07-23,KS,25.98,0.71,21
2020-07-29,KS,23.55,0.47,14
2021-06-28,KS,3.95,0.10,3
2020-07-02,KS,0.00,0.00,0
2020-11-02,KS,138.22,0.57,17
2022-08-16,KS,0.00,0.00,0
2021-09-29,KS,41.88,0.91,27
2022-08-13,KS,0.00,0.00,0
2021-05-16,KS,4.12,0.00,0
2020-11-27,KS,176.29,0.88,26
2021-09-07,KS,38.64,0.40,12
2020-11-13,KS,211.99,1.48,44
2020-08-30,KS,0.00,0.00,0
2020-12-17,KS,0.00,0.00,0
2020-10-26,KS,82.54,0.03,1
2020-09-29,KS,0.00,0.00,0
2022-05-21,KS,0.00,0.00,0
2022-09-29,KS,0.00,0.00,0
2020-12-05,KS,3.07,0.00,0
2020-05-08,KS,12.05,0.17,5
2020-11-03,KS,0.00,0.00,0
2022-02-10,KS,0.00,0.00,0
2022-06-20,KS,0.00,0.00,0
2022-01-04,KS,0.00,0.00,0
2020-05-25,KS,8.77,0.10,3
2022-04-26,KS,0.00,0.00,0
2022-04-01,KS,6.51,3.48,103
2022-08-27,KS,0.00,0.00,0
2021-05-12,KS,6.95,0.44,13
2022-07-26,KS,0.00,0.00,0
2022-04-08,KS,23.69,3.51,104
2022-06-12,KS,0.00,0.00,0
2022-10-15,KS,0.00,0.00,0
2022-09-30,KS,0.00,0.00,0
2021-01-11,KS,174.80,3.61,107
2022-01-29,KS,0.00,0.00,0
2020-08-17,KS,43.26,0.10,3
2020-05-28,KS,0.00,0.00,0
2022-06-30,KS,0.00,0.00,0
2021-11-30,KS,0.00,0.00,0
2021-02-03,KS,75.83,2.90,86
2020-05-27,KS,4.02,0.57,17
2021-08-19,KS,45.12,0.00,0
2022-02-22,KS,0.00,0.00,0
2022-05-26,KS,0.00,0.00,0
2022-05-17,KS,0.00,0.00,0
2020-09-26,KS,0.00,0.00,0
2020-09-24,KS,0.00,0.00,0
2020-04-08,KS,5.94,0.40,12
2021-12-10,KS,130.83,2.09,62
2021-12-31,KS,0.00,0.00,0
2021-12-24,KS,0.00,0.00,0
2020-10-22,KS,0.00,0.00,0
2022-01-10,KS,457.50,0.61,18
2021-06-23,KS,5.47,0.34,10
2020-06-10,KS,5.47,0.13,4
2021-11-16,KS,0.00,0.00,0
2021-11-14,KS,0.00,0.00,0
2021-02-23,KS,0.00,0.00,0
2020-12-22,KS,0.00,0.00,0
2020-10-16,KS,57.37,0.71,21
2021-04-13,KS,0.00,0.00,0
2022-08-11,KS,0.00,0.00,0
2022-02-21,KS,33.64,0.34,10
2022-10-18,KS,0.00,0.00,0
2021-02-15,KS,45.49,1.42,42
2022-05-25,KS,105.09,4.62,137
2021-04-28,KS,10.90,0.27,8
2021-08-04,KS,45.79,0.67,20
2020-05-29,KS,12.89,0.10,3
2021-04-11,KS,0.00,0.00,0
2021-11-02,KS,0.00,0.00,0
2021-12-16,KS,0.00,0.00,0
2021-01-24,KS,0.00,0.00,0
2021-09-01,KS,70.80,0.81,24
2020-09-01,KS,0.00,0.00,0
2021-03-03,KS,27.23,2.43,72
2021-02-02,KS,0.00,0.00,0
2022-04-14,KS,0.00,0.00,0
2020-03-04,KS,0.00,0.00,0
2021-10-15,KS,30.71,0.47,14
2020-12-24,KS,0.00,0.00,0
2021-06-07,KS,3.51,0.54,16
2020-12-23,KS,171.73,1.99,59
2021-12-29,KS,239.02,1.25,37
2020-04-06,KS,1.08,0.07,2
2020-10-28,KS,113.69,1.05,31
2021-09-21,KS,43.23,0.00,0
2020-10-03,KS,0.00,0.00,0
2021-11-23,KS,0.03,0.00,0
2020-03-06,KS,0.00,0.00,0
2022-05-23,KS,0.00,0.00,0
2020-05-18,KS,15.32,0.03,1
2022-05-12,KS,0.00,0.00,0
2021-12-14,KS,0.00,0.00,0
2021-06-20,KS,1.72,0.00,0
2021-02-09,KS,0.00,0.00,0
2021-07-05,KS,7.19,0.03,1
2021-05-25,KS,7.49,0.00,0
2021-10-19,KS,35.77,0.00,0
2021-03-18,KS,0.00,0.00,0
2020-04-26,KS,3.98,0.03,1
